2274895	n	-11.0404,6.175,-10.4507,6.59	[[[-110404,65770,1445,-780,386,-262,330,-351,239,-478,81,63,82,51,104,29,143,0,-229,-228,-100,-224,32,-241,167,-275,-107,26,-73,39,-52,57,-48,82,-75,-169,196,-179,1289,-655,2027,-500,59,-24,-111,213,-20,11,0,30,-2017,3895,-3748,-130]]]
2277060	n	-9.6964,6.7739,-9.2437,7.2261	[[[-96963,70000,11,-222,33,-219,54,-215,75,-209,95,-201,114,-190,132,-178,149,-165,165,-149,178,-132,190,-114,201,-95,209,-75,216,-54,219,-32,222,-11,222,11,219,32,216,54,209,75,201,95,190,114,178,132,165,149,149,165,132,178,114,190,95,201,75,209,54,215,33,219,11,222,-11,222,-33,219,-54,215,-75,209,-95,201,-114,190,-132,178,-149,165,-165,149,-178,132,-190,114,-201,95,-209,75,-216,54,-219,32,-222,11,-222,-11,-219,-32,-216,-54,-209,-75,-201,-95,-190,-114,-178,-132,-165,-149,-149,-165,-132,-178,-114,-190,-95,-201,-75,-209,-54,-215,-33,-219,-11,-222]]]
2278158	n	-10.2163,5.7229,-9.8242,6.1061	[[[-102163,60325,306,-334,707,-558,108,-59,151,-34,178,-92,158,-130,93,-154,14,-119,-43,-127,29,-101,63,-74,173,-101,74,-61,356,-400,918,-752,123,137,132,178,114,190,95,201,74,209,54,215,33,219,11,222,-11,222,-33,219,-54,215,-74,209,-95,201,-114,190,-132,178,-149,165,-164,149,-178,132,-190,114,-200,95,-209,75,-215,54,-219,32,-221,11,-221,-11,-219,-32,-215,-54,-209,-75,-200,-95,-190,-114,-178,-132,-164,-149,-67,-74]]]
2277241	n	-9.2064,7.0139,-8.7751,7.3446	[[[-92064,72400,11,-222,33,-219,54,-215,74,-209,95,-201,115,-190,132,-178,149,-165,165,-149,178,-132,191,-114,201,-95,209,-75,215,-54,220,-32,222,-11,222,11,220,32,215,54,209,75,201,95,191,114,178,132,165,149,149,165,132,178,115,190,52,112,-900,2000,18,-147,74,-180,45,-190,-64,-199,-111,-64,-433,-164,-132,-16,-190,301,-128,78,-54,-235,-105,47,-46,-15,-33,-156,-45,-5,-221,-66,-81,-46,-172,14,-138,-76,-126,-113,-138,-101,-133,-41,-140,-24,-57,-18,-78,-26,-115,-102,93,345,-35,133,-196,99,-77,62,-6,173,-56,41,-223,-9,-61,11,-184,168,-21,-84,-33,-219,-11,-222]]]
2276086	r	-10.6656,6.1292,-9.7243,7.2058	[[[-106656,65900,2017,-3895,0,45,192,-12,166,-68,325,-200,150,-116,126,-136,144,-112,82,-19,6211,2831,-4131,7636,-342,104,-428,100,-4512,-6158]],[[-104619,61964,111,-213,259,-105,278,-167,152,-187,-75,230,-228,188,-497,254]]]
2272491	n	-8.3658,5.8439,-7.9142,6.2937	[[[-83658,60700,10,-222,33,-219,54,-215,74,-209,95,-201,114,-190,132,-178,149,-165,164,-149,178,-132,190,-114,201,-95,208,-75,215,-54,220,-32,221,-11,221,11,220,32,215,54,208,75,201,95,190,114,178,132,164,149,149,165,132,178,114,190,95,201,74,209,54,215,33,219,10,222,-10,222,-33,219,-54,215,-74,209,-95,201,-114,190,-132,178,-149,165,-164,149,-178,132,-190,114,-201,95,-208,75,-215,54,-131,19,-93,-38,-223,-123,-138,-34,-162,-2,-85,29,-66,49,-109,63,-7,3,-83,-20,-208,-75,-201,-95,-190,-114,-178,-132,-164,-149,-149,-165,-132,-178,-114,-190,-95,-201,-74,-209,-54,-215,-33,-219,-10,-222]]]
2276492	r	-8.0809,4.3472,-7.5297,4.7877	[[[-80809,45457,434,-169,343,-53,433,-115,179,-71,98,-65,78,-67,99,-52,165,-21,112,-42,239,-188,300,-92,91,-115,46,-113,-3,-18,-28,-13,-16,-19,-26,-8,-9,-11,1,-14,-8,-18,15,3,70,-13,160,-45,-89,25,2,-2,113,-98,123,-74,52,-21,-9,-13,10,-21,-15,-5,0,-7,13,-5,32,4,161,-30,148,-59,157,-11,9,-3,43,-30,32,-70,2,-4,-31,-12,-7,-13,16,3,1,-16,-16,-8,2,-4,-6,-4,-12,4,16,-11,38,20,-1,5,-13,2,0,11,22,9,33,-53,83,-32,683,0,127,-22,235,-99,149,-22,523,56,3,0,-141,97,251,-1,-34,65,-59,51,-16,22,-169,72,-80,73,-9,26,-5,92,29,96,78,103,169,130,-1,24,-20,23,-157,64,-52,45,-46,57,-2,43,-28,-3,-24,12,14,188,-18,104,-27,92,-15,90,44,2141,-35,414,-34,13,-255,77,-259,61,-262,44,-264,26,-266,8,-266,-8,-264,-26,-262,-44,-259,-61,-255,-77,-248,-94,-242,-110,-235,-126,-226,-141,-216,-155,-205,-169,-194,-183,-182,-195,-168,-206,-155,-217,-141,-226,-125,-236,-66,-146]]]
2273312	r	-10.4694,7.6596,-9.4015,8.5519	[[[-104694,81389,51,-136,209,-459,239,-444,267,-428,294,-409,321,-390,346,-368,369,-344,392,-320,411,-293,429,-266,447,-238,460,-208,474,-177,484,-146,493,-115,318,-52,3432,668,1243,801,-142,179,-230,418,-91,391,-6,25,24,423,43,144,-5,46,10,29,-14,45,21,34,29,81,36,37,7,11,2,7,14,31,71,92,23,100,-18,104,-52,107,-116,137,-85,9,-30,-13,-23,-22,-3,-22,-13,-24,-19,-11,-20,8,-8,13,-12,-9,-120,-147,14,116,109,180,21,104,-182,725,-1,115,-33,119,-99,53,-243,49,-145,106,-18,268,65,285,98,158,48,44,16,46,-16,45,-48,43,-56,100,-39,110,-51,106,-92,86,109,111,62,50,67,37,41,17,124,74,-53,27,-71,76,-176,125,-501,210,-128,178,-67,48,-15,-19,-33,-8,-38,-43,-48,-66,-74,-36,-86,-11,-80,10,-173,-5,-150,-34,-89,28,14,181,94,128,131,91,83,119,-54,214,-130,131,-200,92,-58,0,-39,-18,-36,-5,-11,-6,-13,-37,-2,-65,-13,-24,8,-30,-17,-33,3,-35,25,-31,4,-19,-29,-31,-12,2,1,-20,-6,-5,-6,2,-11,-13,-11,7,-8,-3,4,-7,-9,-5,0,-10,-11,-2,-16,-33,6,0,1,-9,-15,-1,-4,-7,1,-7,9,1,2,-7,-9,-6,-10,3,-3,-20,-14,-7,-34,-1,-9,4,-2,9,6,32,-2,27,9,21,-5,25,18,27,-1,28,-12,26,-6,7,-8,-68,-2,-144,-32,-22,-13,2,-119,128,-6,80,15,63,26,59,-30,28,-6,47,-21,49,1,30,-14,17,-5,31,-28,61,-3,38,-21,41,-1,30,6,18,-3,13,37,22,31,0,43,13,11,-13,10,-2,42,30,8,38,5,72,-39,44,-23,18,-54,23,-58,17,-49,50,-25,38,-28,5,-26,22,-16,0,-80,29,-9,10,-9,-3,-3,5,-12,2,-6,3,-4,-1,-5,1,-61,-19,-25,-34,-17,-45,-29,-23,-11,-31,-23,-35,-8,-4,-27,15,-55,15,-6,-21,-20,-16,-9,-26,-23,-31,1,-20,12,19,31,-6,0,-69,33,-18,34,-9,-12,-50,3,-34,-48,-10,-40,-23,-36,-10,-29,-20,-61,13,-65,3,-41,-20,-54,15,-35,-10,-9,-12,19,-54,-24,-11,-42,2,-12,-53,-20,-36,-20,-13,-18,-7,-16,4,0,7,28,16,-6,29,-32,13,-2,30,-11,18,-62,60,-28,-7,-38,3,-14,-21,-14,-4,-25,0,-20,9,-18,-4,-24,3,-37,-9,-65,5,-27,-42,-10,-3,-15,1,-16,12,-7,32,-10,-7,-50,16,-44,-1,-20,9,-44,6,-67,-11,-22,-8,-25,-27,-59,-3,-22,-27,-40,-22,-38,-7,-9,-11,5,-30,-6,-12,-12,-2,-7,15,-40,5,-12,-18,-66,-50,-124,-78,-42,-80,-43,-21,-33,14,-71,-65,-39,-17,-5,-11,-25,-17,-10,-20,-6,-24,7,-24,-5,-4,-17,5,-61,-6,-81,-36,-16,5,-70,-12,-16,-22,-90,-54,-13,-3,-17,10,-138,-81,-213,-35,-133,44,-44,134,101,469,-68,146,-150,86,-569,142,-23,0,-6,-2,-5,3,-118,1,-2,-2,0,-9,24,-21,16,-3,8,-9,-3,-18,-11,-14,-26,-18,-43,-4,-62,-22,-57,-53,-12,1,-7,8,-18,-9,-95,-73,-47,-51,-28,-19,-7,-22,-12,-16,-1,-62,-32,-12,-22,-26,-19,-12,-14,3,-33,34,-73,-20,-58,4,-3,2,-55,-31,-44,92,-13,3,-12,50,0,1,-48,6,-167,-64,-105,-18,-109,5,-7,-517,-308,-1226,-176,-380,-20,-225,73,-283,78,-199,-27,-185,-246,-238,-194,-111,-197,-61,-205,-28,-643,-4]]]
2273435	n	-11.0462,6.6439,-10.5938,7.0961	[[[-110462,68700,11,-222,32,-219,54,-215,75,-209,95,-201,114,-190,132,-178,150,-165,164,-149,178,-132,191,-114,200,-95,209,-75,216,-54,219,-32,222,-11,222,11,219,32,216,54,209,75,200,95,191,114,178,132,164,149,150,165,132,178,114,190,95,201,75,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-75,209,-95,201,-114,190,-132,178,-150,165,-164,149,-178,132,-191,114,-200,95,-209,75,-216,54,-219,32,-222,11,-222,-11,-219,-32,-216,-54,-209,-75,-200,-95,-191,-114,-178,-132,-164,-149,-150,-165,-132,-178,-114,-190,-95,-201,-75,-209,-54,-215,-32,-219,-11,-222]]]
2276600	r	-9.312,4.8436,-8.7128,5.3382	[[[-93120,51925,199,-109,131,-181,-130,0,133,-178,167,-84,180,-67,312,-232,347,-164,158,-101,573,-493,353,-206,309,-85,14,-44,-1,-20,-5,-18,-20,-14,4,11,-11,3,-5,-3,5,-5,-14,-11,13,-8,4,-11,-3,-17,-10,-11,-18,-7,-8,4,-10,24,15,-46,58,-20,-1,-23,19,2,65,-12,6,9,61,38,82,-61,235,-110,245,-74,307,-47,206,-91,104,-20,308,-142,260,-165,702,-593,200,-107,15,23,101,190,88,195,75,201,62,206,49,209,35,212,21,213,7,215,-7,215,-21,213,-35,212,-49,209,-62,206,-75,201,-88,195,-101,190,-113,182,-125,175,-136,166,-146,156,-157,147,-165,136,-174,126,-182,113,-189,101,-195,89,-200,75,-205,63,-209,49,-211,34,-213,22,-214,7,-214,-7,-213,-22,-211,-34,-209,-49,-205,-63,-200,-75,-195,-89,-189,-101,-182,-113,-174,-126,-165,-136,-157,-147,-146,-156,-136,-166,-124,-173]]]
