2399697	r	9.2988,0.0639,9.6821,0.6835	[[[92988,2835,114,-322,22,-118,150,-807,90,-122,148,-165,163,-149,177,-132,189,-114,200,-95,207,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,207,75,200,95,189,114,177,132,129,118,-28,-5,-102,204,-88,61,-152,8,-91,-66,-281,-280,-44,-69,-65,95,-85,347,-54,110,-127,66,-495,139,-105,-180,-12,-180,56,-428,-31,-107,-70,-2,-82,53,-63,56,-34,378,-93,195,-262,256,-54,129,-49,32,-327,2,-112,-30,-61,-73,-54,-90,-87,-80,-29,90,-8,116,19,100,52,43,103,32,-5,82,-45,110,-19,117,68,262,28,110,21,203,-42,244,-86,195,-97,71,-108,-28,-319,-283,-44,-30,-20,-55,-51,-265,-32,-90]],[[93049,5589,8,-146,133,-157,156,-7,176,13,187,-91,48,-54,-82,-52,85,-77,65,-73,105,-179,104,-127,103,-187,43,-143,31,-54,37,-95,22,-25,28,-66,1,-29,-9,-4,5,-13,5,1,-5,9,27,1,8,12,10,3,-12,-19,11,-30,6,8,11,-6,14,7,-21,-11,-7,-25,7,-4,2,15,9,3,11,-11,16,1,18,-50,-1,-12,11,-5,13,-23,-2,-8,9,-5,21,-39,4,2,12,-15,10,2,-1,-8,14,-3,9,-8,89,-206,138,-138,-2,-47,31,14,20,-4,28,-19,33,-24,60,-357,80,-114,70,13,224,99,82,25,125,-21,57,35,57,122,68,0,57,-200,143,-147,347,-205,479,-359,107,-50,24,0,-771,1928,0,548,-142,31,-80,87,-95,285,86,150,52,286,-18,291,-120,161,-15,-132,-52,-102,-88,-70,-119,-37,-60,265,-235,129,-292,17,-232,-70,138,202,212,27,435,-93,168,90,35,207,-74,230,-163,163,-191,20,-177,-77,-157,-98,-183,-72,-135,-94,-83,-21,-135,19,-89,36,-87,24,-134,-17,-102,-41,-204,-118,-112,-46,-225,-46,-218,-22,-71,-122,-39,-551]],[[96035,4850,15,-53,0,304,-13,-47,-2,-204]]]
2396518	n	8.6956,-0.9299,9.0046,-0.5656	[[[86956,-5866,233,-737,308,-397,133,-526,214,-366,263,-596,152,-258,52,-122,85,-357,74,0,99,66,62,-140,28,10,200,95,189,114,177,132,163,149,148,165,131,178,114,190,94,201,64,181,-7,12,-362,337,-75,198,-30,153,-75,171,-100,140,-240,114,-97,8,-73,-65,-3,-117,68,-105,103,-80,98,-46,0,-68,-176,9,-176,39,-133,-11,-54,-142,-30,-199,-48,-177,-10,-167,88,-171,-163,49,-49,139,-21,147,-78,69,-139,47,-97,117,-57,146,-46,419,-83,342,-151,244,-215,-7,-37,67,-16,50,9,61,44,90,-322,63,-109,86,89,193,-74,73,-136,-210]],[[89495,-6617,34,-111,137,-145,46,-86,0,-156,-28,-134,1,-125,88,-132,156,-106,77,-5,29,195,11,222,-11,222,-32,219,-54,215,-74,209,-90,191,-41,-26,-113,-106,-114,-154,-22,-76,0,-111]]]
2400555	n	13.3719,-1.8561,13.8047,-1.4039	[[[133719,-17149,5,-16,95,-201,113,-190,131,-178,148,-165,164,-149,177,-132,189,-114,199,-95,208,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,208,75,199,95,189,114,177,132,164,149,148,165,131,178,113,190,95,201,74,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-74,209,-95,201,-113,190,-131,178,-148,165,-164,149,-177,132,-189,114,-199,95,-208,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-208,-75,-199,-95,-189,-114,-177,-132,-164,-149,-128,-143,-364,-2305]]]
2396657	p	2399697
2396646	n	11.3553,1.3738,11.8047,1.8261	[[[113553,16000,11,-222,33,-219,53,-215,74,-209,95,-201,113,-190,131,-178,148,-165,164,-149,177,-132,189,-114,199,-95,208,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,208,75,199,95,189,114,177,132,164,149,148,165,131,178,113,190,95,201,74,209,53,215,33,219,11,222,-11,222,-33,219,-53,215,-74,209,-95,201,-113,190,-131,178,-148,165,-164,149,-177,132,-189,114,-199,95,-208,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-208,-75,-199,-95,-189,-114,-177,-132,-164,-149,-148,-165,-131,-178,-113,-190,-95,-201,-74,-209,-53,-215,-33,-219,-11,-222]]]
2398269	n	12.9753,-1.7961,13.4081,-1.3439	[[[129753,-15700,11,-222,33,-219,53,-215,74,-209,95,-201,113,-190,131,-178,148,-165,164,-149,177,-132,189,-114,199,-95,208,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,208,75,199,95,189,114,177,132,164,149,129,143,1,7,37,236,325,2062,-5,16,-95,201,-113,190,-131,178,-148,165,-164,149,-177,132,-189,114,-199,95,-208,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-208,-75,-199,-95,-189,-114,-177,-132,-164,-149,-148,-165,-131,-178,-113,-190,-95,-201,-74,-209,-53,-215,-33,-219,-11,-222]]]
2397169	n	9.605,0.1811,9.9846,0.6161	[[[96050,4150,771,-1928,293,10,82,-46,150,-136,126,-86,450,-153,132,46,576,35,29,14,189,114,177,132,163,149,148,165,131,178,114,190,94,201,74,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-74,209,-94,201,-114,190,-131,178,-148,165,-163,149,-177,132,-189,114,-200,95,-207,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-207,-75,-200,-95,-189,-114,-27,-21,-86,-364,-64,-89,-89,-75,-36,-130,0,-304,29,-105,-29,6,0,-548]]]
2399888	n	10.0154,-0.9261,10.4647,-0.4739	[[[100154,-7000,11,-222,32,-219,54,-215,74,-209,94,-201,114,-190,131,-178,148,-165,163,-149,177,-132,189,-114,200,-95,207,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,207,75,200,95,189,114,177,132,163,149,148,165,131,178,114,190,94,201,74,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-74,209,-94,201,-114,190,-131,178,-148,165,-163,149,-177,132,-189,114,-200,95,-207,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-207,-75,-200,-95,-189,-114,-177,-132,-163,-149,-148,-165,-131,-178,-114,-190,-94,-201,-74,-209,-54,-215,-32,-219,-11,-222]]]
2398073	n	10.8353,-2.0961,11.2848,-1.6439	[[[108353,-18700,11,-222,32,-219,54,-215,74,-209,94,-201,114,-190,131,-178,148,-165,164,-149,177,-132,189,-114,199,-95,208,-75,214,-54,218,-32,220,-11,220,11,218,32,214,54,208,75,199,95,189,114,177,132,164,149,148,165,131,178,114,190,94,201,74,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-74,209,-94,201,-114,190,-131,178,-148,165,-164,149,-177,132,-189,114,-199,95,-208,75,-214,54,-218,32,-220,11,-220,-11,-218,-32,-214,-54,-208,-75,-199,-95,-189,-114,-177,-132,-164,-149,-148,-165,-131,-178,-114,-190,-94,-201,-74,-209,-54,-215,-32,-219,-11,-222]]]
2396253	n	10.7551,-3.1561,11.2049,-2.7039	[[[107551,-29300,11,-222,32,-219,54,-215,74,-209,95,-201,113,-190,132,-178,148,-165,163,-149,178,-132,189,-114,199,-95,208,-75,214,-54,219,-32,220,-11,220,11,219,32,214,54,208,75,199,95,189,114,178,132,163,149,148,165,132,178,113,190,95,201,74,209,54,215,32,219,11,222,-11,222,-32,219,-54,215,-74,209,-95,201,-113,190,-132,178,-148,165,-163,149,-178,132,-189,114,-199,95,-208,75,-214,54,-219,32,-220,11,-220,-11,-219,-32,-214,-54,-208,-75,-199,-95,-189,-114,-178,-132,-163,-149,-148,-165,-132,-178,-113,-190,-95,-201,-74,-209,-54,-215,-32,-219,-11,-222]]]
